"Facility Satisfaction","Curriculum Quality","Teaching Learning","Campus Services","Student Support","Digital Readiness","Wellbeing","Overall Satisfaction","Sector","Gender"
48.3333333333333,56.3636363636364,NA,NA,56,60,60,54.375,"Public","Male"
61.6666666666667,69.0909090909091,NA,NA,55,NA,80,63.448275862069,"Public","Male"
58.3333333333333,72.7272727272727,40,NA,60,NA,60,64.6666666666667,"Public","Female"
75,81.8181818181818,NA,NA,75,80,80,78.0645161290323,"Public","Female"
56.6666666666667,63.6363636363636,NA,60,65,40,60,58.75,"Public","Female"
66.6666666666667,74.5454545454545,NA,NA,64,20,80,67.741935483871,"Public","Male"
56.6666666666667,78.1818181818182,40,NA,50,50,60,63.6363636363636,"Public","Female"
76.6666666666667,89.0909090909091,NA,NA,55,80,100,80,"Public","Female"
91.6666666666667,69.0909090909091,NA,NA,60,80,60,74.8387096774193,"Public","Male"
53.3333333333333,27.2727272727273,NA,60,73.3333333333333,40,20,45,"Public","Male"
43.3333333333333,38.1818181818182,NA,NA,53.3333333333333,33.3333333333333,60,42,"Public","Male"
76.6666666666667,78.1818181818182,NA,NA,65,40,40,72,"Public","Female"
55,50.9090909090909,NA,NA,75,NA,20,56.6666666666667,"Public","Male"
63.3333333333333,70.9090909090909,NA,NA,56,60,60,63.2258064516129,"Public","Female"
41.6666666666667,47.2727272727273,NA,NA,26.6666666666667,20,20,40.6666666666667,"Public","Female"
80,80,40,60,64,NA,20,71.5151515151515,"Public","Female"
75,83.6363636363636,NA,NA,60,NA,60,75.1724137931035,"Public","Male"
68.3333333333333,76.3636363636364,NA,60,60,80,60,70.3448275862069,"Public","Female"
73.3333333333333,80,NA,60,70,50,60,72,"Private","Female"
30,27.2727272727273,NA,60,60,40,60,34.6666666666667,"Public","Female"
38.3333333333333,63.6363636363636,NA,60,66.6666666666667,40,80,52,"Public","Female"
70,76.3636363636364,NA,NA,60,20,60,68.9655172413793,"Private","Female"
71.6666666666667,100,NA,NA,65,60,60,80,"Public","Male"
70,78.1818181818182,NA,NA,65,40,60,69.6774193548387,"Public","Female"
75,78.1818181818182,NA,NA,40,20,60,71.0344827586207,"Public","Female"
66.6666666666667,63.6363636363636,NA,NA,56,40,80,62.5806451612903,"Public","Male"
43.3333333333333,36.3636363636364,NA,NA,70,80,60,47.0967741935484,"Public","Female"
83.3333333333333,67.2727272727273,NA,NA,72,50,80,73.9393939393939,"Public","Male"
61.6666666666667,76.3636363636364,NA,NA,20,20,60,62.962962962963,"Public","Male"
40,43.6363636363636,NA,NA,66.6666666666667,40,40,44.1379310344828,"Public","Female"
60,70.9090909090909,NA,NA,65,40,60,64.5161290322581,"Private","Female"
51.6666666666667,83.6363636363636,NA,NA,53.3333333333333,50,60,64.1379310344828,"Public","Male"
65,74.5454545454545,NA,60,60,40,60,65.625,"Public","Female"
85,90.9090909090909,NA,60,53.3333333333333,60,60,78.7096774193548,"Public","Female"
66.6666666666667,80,NA,NA,70,40,20,70,"Private","Male"
55,58.1818181818182,NA,NA,70,NA,60,57.9310344827586,"Public","Female"
73.3333333333333,76.3636363636364,NA,NA,68,70,80,73.5483870967742,"Public","Male"
86.6666666666667,81.8181818181818,NA,60,55,80,80,79.3548387096774,"Public","Female"
43.3333333333333,58.1818181818182,NA,NA,65,20,60,52,"Public","Male"
58.3333333333333,56.3636363636364,NA,NA,60,40,40,56,"Public","Female"
33.3333333333333,38.1818181818182,NA,NA,60,20,20,36.6666666666667,"Public","Male"
75,70.9090909090909,NA,NA,60,100,80,73.1034482758621,"Private","Female"
48.3333333333333,60,NA,NA,55,60,80,55.4838709677419,"Public","Male"
35,65.4545454545455,NA,60,70,50,80,52.5,"Public","Female"
80,80,NA,NA,52,80,80,73.125,"Private","Female"
53.3333333333333,52.7272727272727,20,NA,60,40,60,54,"Public","Female"
51.6666666666667,41.8181818181818,NA,NA,50,NA,60,47.8571428571429,"Public","Female"
71.6666666666667,50.9090909090909,40,NA,66.6666666666667,80,60,62,"Public","Male"
61.6666666666667,60,NA,60,64,NA,80,61.9354838709677,"Public","Female"
73.3333333333333,74.5454545454545,40,NA,75,50,80,71.25,"Public","Female"
66.6666666666667,63.6363636363636,NA,NA,66.6666666666667,40,60,64.1379310344828,"Public","Female"
36.6666666666667,74.5454545454545,NA,60,55,40,40,54.1935483870968,"Public","Female"
60,80,NA,60,65,40,60,66.4516129032258,"Public","Female"
41.6666666666667,63.6363636363636,NA,NA,68,60,100,56.875,"Public","Male"
66.6666666666667,67.2727272727273,NA,NA,60,40,80,63.8709677419355,"Public","Male"
63.3333333333333,72.7272727272727,NA,60,70,60,60,67.3333333333333,"Public","Female"
100,100,NA,NA,50,80,80,91.7241379310345,"Public","Male"
76.6666666666667,70.9090909090909,NA,NA,65,80,80,72,"Public","Female"
35,58.1818181818182,NA,NA,65,80,100,52.6666666666667,"Public","Male"
88.3333333333333,89.0909090909091,NA,NA,65,50,80,82.6666666666667,"Public","Female"
90,89.0909090909091,NA,NA,60,40,80,84.2857142857143,"Public","Male"
60,70.9090909090909,NA,NA,48,NA,80,64,"Public","Male"
75,61.8181818181818,NA,NA,60,40,60,65.3333333333333,"Public","Male"
60,49.0909090909091,NA,60,45,40,60,53.9393939393939,"Public","Female"
60,58.1818181818182,NA,NA,60,20,60,57.9310344827586,"Public","Female"
80,90.9090909090909,40,NA,68,70,100,80,"Public","Male"
60,60,NA,NA,66.6666666666667,40,100,60.6896551724138,"Public","Male"
80,100,NA,NA,55,70,80,83.2258064516129,"Public","Female"
75,78.1818181818182,NA,NA,60,60,60,74.6153846153846,"Public","Female"
65,58.1818181818182,NA,NA,80,40,60,61.875,"Public","Female"
86.6666666666667,98.1818181818182,NA,NA,55,20,80,82.6666666666667,"Public","Female"
53.3333333333333,63.6363636363636,NA,60,65,20,60,58.0645161290323,"Public","Female"
65,63.6363636363636,NA,60,68,80,80,66.6666666666667,"Public","Female"
66.6666666666667,81.8181818181818,NA,NA,64,50,100,70.625,"Public","Male"
100,90.9090909090909,NA,NA,93.3333333333333,60,80,91.3333333333333,"Public","Male"
73.3333333333333,80,NA,NA,60,70,80,74.375,"Public","Male"
70,60,NA,NA,64,50,40,63.125,"Public","Female"
66.6666666666667,60,NA,NA,66.6666666666667,40,60,62.0689655172414,"Public","Female"
25,69.0909090909091,NA,NA,55,50,60,49.6774193548387,"Public","Male"
75,100,NA,NA,72,40,100,83.3333333333333,"Public","Female"
46.6666666666667,81.8181818181818,NA,NA,60,20,40,60.7142857142857,"Public","Male"
76.6666666666667,76.3636363636364,NA,NA,64,20,80,72.6666666666667,"Public","Female"
60,78.1818181818182,NA,60,68,NA,80,69.6774193548387,"Public","Male"
71.6666666666667,70.9090909090909,NA,60,65,NA,80,71.3333333333333,"Public","Female"
55,56.3636363636364,NA,60,53.3333333333333,NA,40,55.3333333333333,"Public","Female"
95,90.9090909090909,NA,NA,55,40,100,84.5161290322581,"Public","Female"
63.3333333333333,56.3636363636364,NA,NA,46.6666666666667,60,60,58.6666666666667,"Public","Male"
41.6666666666667,20,NA,NA,70,20,80,39.3548387096774,"Public","Male"
73.3333333333333,69.0909090909091,NA,60,70,60,80,69.6774193548387,"Public","Male"
50,56.3636363636364,NA,60,60,60,60,56.1290322580645,"Public","Female"
40,78.1818181818182,NA,60,53.3333333333333,NA,80,58.6206896551724,"Public","Female"
46.6666666666667,38.1818181818182,20,NA,60,20,80,44.6666666666667,"Public","Female"
65,43.6363636363636,NA,NA,40,NA,80,54.6153846153846,"Public","Female"
45,36.3636363636364,NA,60,55,53.3333333333333,60,46.4705882352941,"Public","Male"
28.3333333333333,20,NA,NA,60,80,80,34.1935483870968,"Private","Male"
80,80,NA,NA,65,60,80,75.4838709677419,"Public","Female"
53.3333333333333,43.6363636363636,NA,NA,70,60,60,53.3333333333333,"Public","Female"
53.3333333333333,60,NA,60,75,NA,60,59.3103448275862,"Public","Male"
53.3333333333333,85.4545454545455,NA,NA,40,20,20,63.8461538461539,"Public","Female"
60,76.3636363636364,NA,NA,46.6666666666667,60,80,64.8275862068965,"Public","Male"
50,89.0909090909091,NA,NA,55,20,60,64.8275862068965,"Public","Male"
71.6666666666667,74.5454545454545,40,60,60,20,80,68.3870967741936,"Public","Female"
48.3333333333333,65.4545454545455,NA,NA,60,30,80,54.6666666666667,"Public","Female"
40,41.8181818181818,40,60,33.3333333333333,20,20,38.7096774193548,"Public","Female"
58.3333333333333,74.5454545454545,NA,NA,68,40,80,64.2424242424242,"Public","Female"
45,32.7272727272727,NA,NA,64,70,80,46.875,"Public","Female"
46.6666666666667,36.3636363636364,NA,NA,70,60,60,46.8965517241379,"Public","Male"
68.3333333333333,85.4545454545455,NA,NA,65,NA,80,75,"Public","Female"
90,100,NA,NA,60,50,80,85.1612903225806,"Public","Female"
60,67.2727272727273,NA,NA,46.6666666666667,80,80,62.6666666666667,"Public","Female"
85,76.3636363636364,NA,60,70,NA,80,76.6666666666667,"Public","Female"
48.3333333333333,43.6363636363636,NA,60,65,33.3333333333333,80,48.75,"Public","Male"
60,69.0909090909091,NA,NA,60,53.3333333333333,80,63.3333333333333,"Public","Female"
66.6666666666667,69.0909090909091,NA,60,55,30,60,63.2258064516129,"Public","Female"
50,76.3636363636364,NA,NA,65,53.3333333333333,80,62.5,"Public","Female"
38.3333333333333,54.5454545454545,20,NA,60,40,40,48,"Public","Male"
20,20,NA,NA,60,NA,20,28.2758620689655,"Public","Female"
90,87.2727272727273,NA,60,65,60,60,81.9354838709677,"Public","Male"
20,27.2727272727273,NA,60,33.3333333333333,20,20,27.3333333333333,"Public","Male"
65,56.3636363636364,NA,NA,60,20,60,59.2857142857143,"Public","Male"
65,89.0909090909091,NA,60,60,20,60,67.8787878787879,"Public","Male"
78.3333333333333,80,NA,60,65,53.3333333333333,80,74.1176470588235,"Public","Male"
35,47.2727272727273,NA,60,40,20,60,43.125,"Public","Female"
73.3333333333333,60,20,NA,70,40,60,65.1612903225807,"Public","Female"
63.3333333333333,74.5454545454545,NA,60,60,30,60,64.375,"Public","Female"
53.3333333333333,41.8181818181818,NA,60,46.6666666666667,NA,60,49.6551724137931,"Public","Female"
53.3333333333333,54.5454545454545,NA,NA,68,NA,60,56.1290322580645,"Public","Female"
46.6666666666667,52.7272727272727,NA,NA,40,20,60,47.5862068965517,"Public","Female"
71.6666666666667,56.3636363636364,NA,NA,45,NA,80,61.3793103448276,"Public","Male"
53.3333333333333,60,NA,60,60,80,60,57.5757575757576,"Public","Female"
80,90.9090909090909,NA,NA,75,53.3333333333333,60,79.375,"Public","Female"
60,85.4545454545455,NA,NA,60,60,80,70.7142857142857,"Public","Female"
20,20,NA,NA,60,80,80,32,"Private","Female"
71.6666666666667,94.5454545454545,NA,60,60,40,80,77.8571428571429,"Public","Female"
41.6666666666667,41.8181818181818,NA,NA,53.3333333333333,20,40,42,"Public","Female"
80,65.4545454545455,NA,60,80,80,60,70.625,"Public","Female"
80,78.1818181818182,NA,NA,60,70,60,75.3333333333333,"Public","Female"
75,80,40,60,60,80,80,74.1935483870968,"Public","Female"
40,45.4545454545455,NA,NA,60,33.3333333333333,80,45.1612903225806,"Public","Female"
46.6666666666667,38.1818181818182,NA,60,55,30,60,46.25,"Public","Female"
45,65.4545454545455,20,NA,50,60,60,53.3333333333333,"Public","Female"
61.6666666666667,58.1818181818182,NA,NA,60,20,60,58.6206896551724,"Public","Male"
40,47.2727272727273,40,NA,72,60,60,49.0322580645161,"Public","Female"
78.3333333333333,72.7272727272727,NA,NA,55,30,80,69.6774193548387,"Public","Female"
48.3333333333333,47.2727272727273,NA,NA,60,80,20,49.6551724137931,"Public","Female"
91.6666666666667,74.5454545454545,NA,NA,50,53.3333333333333,80,74.5454545454545,"Private","Male"
45,78.1818181818182,NA,NA,45,50,60,57.4193548387097,"Public","Female"
56.6666666666667,60,NA,NA,65,60,60,59.3333333333333,"Public","Female"
88.3333333333333,85.4545454545455,NA,NA,60,70,80,81.9354838709677,"Public","Male"
60,60,NA,60,75,NA,80,62,"Public","Female"
96.6666666666667,100,20,60,100,70,100,91.6129032258065,"Public","Male"
61.6666666666667,63.6363636363636,NA,60,52,20,60,58.1818181818182,"Public","Female"
40,72.7272727272727,40,60,45,20,80,53.5483870967742,"Public","Female"
68.3333333333333,49.0909090909091,20,NA,60,40,40,55.625,"Public","Female"
48.3333333333333,49.0909090909091,NA,NA,66.6666666666667,40,80,52.6666666666667,"Public","Female"
65,69.0909090909091,NA,NA,60,70,80,65.8064516129032,"Public","Female"
78.3333333333333,76.3636363636364,NA,NA,65,70,80,76.1290322580645,"Public","Female"
61.6666666666667,36.3636363636364,NA,NA,75,30,80,52.6666666666667,"Public","Female"
68.3333333333333,85.4545454545455,40,NA,65,40,80,70.625,"Public","Female"
35,36.3636363636364,NA,NA,40,NA,60,37.2413793103448,"Public","Female"
60,74.5454545454545,NA,NA,60,NA,60,64.8275862068965,"Public","Female"
78.3333333333333,72.7272727272727,NA,60,60,40,60,68.4848484848485,"Public","Female"
40,23.6363636363636,NA,60,60,70,60,41.2121212121212,"Public","Female"
85,87.2727272727273,NA,60,72,40,60,79.375,"Public","Female"
68.3333333333333,98.1818181818182,NA,60,60,80,80,76.875,"Public","Female"
58.3333333333333,60,NA,NA,50,50,80,58,"Public","Female"
51.6666666666667,60,NA,60,60,NA,80,57.3333333333333,"Public","Female"
63.3333333333333,76.3636363636364,NA,60,50,30,60,63.8709677419355,"Public","Female"
53.3333333333333,52.7272727272727,NA,NA,68,50,80,55.625,"Public","Female"
40,40,NA,NA,45,30,80,41.2903225806452,"Public","Female"
68.3333333333333,78.1818181818182,NA,60,60,70,60,70.3225806451613,"Public","Female"
55,67.2727272727273,NA,NA,56,40,80,59.375,"Public","Female"
68.3333333333333,76.3636363636364,NA,NA,56,80,60,69.375,"Public","Female"
30,21.8181818181818,NA,NA,50,50,80,32.6666666666667,"Public","Female"
60,81.8181818181818,NA,NA,53.3333333333333,20,80,67.1428571428571,"Public","Female"
45,61.8181818181818,NA,60,66.6666666666667,NA,60,54.6666666666667,"Public","Female"
78.3333333333333,74.5454545454545,NA,NA,60,60,80,74.1935483870968,"Public","Female"
43.3333333333333,49.0909090909091,NA,NA,65,40,40,48.6666666666667,"Public","Female"
71.6666666666667,65.4545454545455,NA,NA,53.3333333333333,40,80,64.6666666666667,"Public","Female"
78.3333333333333,52.7272727272727,NA,NA,80,20,60,65.7142857142857,"Public","Female"
53.3333333333333,58.1818181818182,NA,NA,56,40,80,55.625,"Private","Female"
100,85.4545454545455,NA,NA,52,50,80,81.8181818181818,"Public","Female"
53.3333333333333,67.2727272727273,NA,NA,40,50,80,59.2592592592593,"Public","Female"
45,76.3636363636364,NA,NA,60,50,80,61.3793103448276,"Public","Female"
98.3333333333333,100,NA,NA,65,60,80,91.3333333333333,"Public","Male"
81.6666666666667,80,NA,60,66.6666666666667,80,60,78.6666666666667,"Public","Female"
43.3333333333333,36.3636363636364,NA,60,50,NA,20,41.3333333333333,"Public","Female"
88.3333333333333,90.9090909090909,NA,NA,70,20,100,86.4285714285714,"Public","Female"
70,69.0909090909091,NA,60,65,40,60,66.4516129032258,"Public","Female"
58.3333333333333,89.0909090909091,NA,NA,60,50,80,69.0322580645161,"Public","Female"
88.3333333333333,90.9090909090909,NA,NA,53.3333333333333,70,80,81.2903225806452,"Private","Male"
78.3333333333333,63.6363636363636,NA,NA,70,40,80,70.3225806451613,"Public","Male"
78.3333333333333,78.1818181818182,NA,60,70,53.3333333333333,80,73.9393939393939,"Public","Female"
53.3333333333333,69.0909090909091,NA,60,56,50,80,59.3939393939394,"Public","Male"
68.3333333333333,67.2727272727273,NA,NA,60,60,60,65,"Public","Female"
73.3333333333333,74.5454545454545,NA,NA,55,70,60,69.375,"Public","Female"
60,80,NA,NA,60,80,80,69.0322580645161,"Public","Female"
78.3333333333333,80,40,NA,68,40,80,72.7272727272727,"Public","Female"
71.6666666666667,78.1818181818182,NA,60,64,70,80,71.1764705882353,"Public","Female"
76.6666666666667,78.1818181818182,NA,NA,60,80,80,75.7142857142857,"Public","Female"
51.6666666666667,52.7272727272727,NA,NA,40,20,80,51.7241379310345,"Public","Female"
80,78.1818181818182,NA,NA,86.6666666666667,20,80,76,"Public","Female"
63.3333333333333,83.6363636363636,NA,60,60,50,60,67.8787878787879,"Public","Male"
58.3333333333333,61.8181818181818,NA,60,46.6666666666667,60,80,58.75,"Public","Female"
73.3333333333333,72.7272727272727,NA,NA,60,40,80,66.875,"Public","Female"
55,65.4545454545455,NA,NA,72,40,60,60.6451612903226,"Public","Female"
88.3333333333333,96.3636363636364,NA,NA,50,80,80,84,"Public","Female"
73.3333333333333,83.6363636363636,NA,60,60,NA,60,74,"Public","Female"
45,54.5454545454545,NA,60,60,NA,80,52.258064516129,"Public","Female"
40,69.0909090909091,NA,60,53.3333333333333,20,60,54.8387096774194,"Public","Female"
80,80,NA,NA,68,NA,80,78.6666666666667,"Public","Female"
60,63.6363636363636,40,60,72,40,60,61.1764705882353,"Public","Female"
20,20,NA,NA,53.3333333333333,20,20,23.5714285714286,"Public","Male"
76.6666666666667,85.4545454545455,NA,NA,60,60,80,76.875,"Private","Female"
83.3333333333333,89.0909090909091,NA,NA,60,NA,80,80.6451612903226,"Public","Female"
56.6666666666667,80,NA,NA,45,50,60,61.25,"Public","Male"
71.6666666666667,76.3636363636364,NA,60,60,60,60,70.6666666666667,"Public","Female"
75,60,NA,60,60,20,20,64.5161290322581,"Public","Female"
56.6666666666667,87.2727272727273,NA,NA,56,40,80,65.625,"Public","Male"
60,60,NA,NA,60,60,60,60,"Public","Male"
70,70.9090909090909,NA,NA,55,50,60,66.875,"Public","Female"
55,58.1818181818182,NA,60,68,50,60,59.4117647058824,"Public","Female"
36.6666666666667,43.6363636363636,NA,NA,60,60,80,46.4516129032258,"Public","Female"
53.3333333333333,45.4545454545455,40,NA,50,20,60,49.6551724137931,"Public","Male"
36.6666666666667,52.7272727272727,NA,NA,60,60,60,48.9655172413793,"Public","Female"
43.3333333333333,69.0909090909091,NA,NA,50,40,80,55.3333333333333,"Public","Male"
76.6666666666667,85.4545454545455,NA,NA,45,60,80,72.9032258064516,"Public","Female"
58.3333333333333,80,40,60,60,NA,60,66,"Public","Female"
76.6666666666667,61.8181818181818,NA,NA,60,80,60,68,"Public","Female"
60,80,20,NA,70,NA,60,68.6666666666667,"Public","Female"
56.6666666666667,92.7272727272727,40,60,55,NA,60,70.3225806451613,"Public","Female"
33.3333333333333,49.0909090909091,20,NA,60,60,60,45.8064516129032,"Public","Female"
100,60,NA,NA,60,NA,100,77.9310344827586,"Public","Male"
41.6666666666667,27.2727272727273,NA,60,70,20,60,39.3103448275862,"Public","Female"
51.6666666666667,70.9090909090909,NA,NA,66.6666666666667,NA,60,62.0689655172414,"Public","Female"
80,78.1818181818182,40,NA,60,50,60,73.125,"Public","Female"
53.3333333333333,67.2727272727273,NA,NA,60,40,60,57.5757575757576,"Public","Female"
70,87.2727272727273,NA,60,46.6666666666667,50,80,71.875,"Public","Female"
31.6666666666667,30.9090909090909,NA,NA,60,60,60,39.3333333333333,"Public","Male"
61.6666666666667,78.1818181818182,NA,NA,70,70,60,68.3870967741936,"Public","Male"
55,45.4545454545455,NA,NA,68,40,80,53.5483870967742,"Public","Female"
85,87.2727272727273,NA,NA,60,NA,100,82,"Public","Female"
68.3333333333333,76.3636363636364,NA,60,52,100,60,69.6969696969697,"Public","Female"
45,67.2727272727273,NA,60,60,60,60,57.5,"Public","Female"
48.3333333333333,49.0909090909091,NA,60,46.6666666666667,20,60,49.0322580645161,"Public","Female"
28.3333333333333,34.5454545454545,NA,NA,30,40,60,34.4827586206897,"Public","Female"
90,90.9090909090909,NA,NA,75,80,100,88.2758620689655,"Public","Female"
33.3333333333333,52.7272727272727,NA,NA,50,NA,80,47.3333333333333,"Public","Female"
45,50.9090909090909,NA,NA,60,50,60,50.9677419354839,"Public","Male"
88.3333333333333,76.3636363636364,NA,NA,80,50,80,78.75,"Public","Female"
73.3333333333333,85.4545454545455,NA,60,64,40,60,72.9411764705882,"Public","Female"
38.3333333333333,45.4545454545455,NA,NA,53.3333333333333,33.3333333333333,60,45,"Public","Female"
48.3333333333333,49.0909090909091,NA,NA,53.3333333333333,40,60,50.3225806451613,"Public","Female"
56.6666666666667,72.7272727272727,NA,NA,60,60,60,63.125,"Public","Female"
81.6666666666667,98.1818181818182,NA,NA,60,80,100,84.6666666666667,"Public","Female"
48.3333333333333,49.0909090909091,NA,NA,53.3333333333333,20,60,49.3333333333333,"Public","Female"
46.6666666666667,47.2727272727273,NA,60,53.3333333333333,40,80,50.9677419354839,"Public","Female"
63.3333333333333,60,NA,NA,64,30,60,61.2121212121212,"Public","Male"
55,60,NA,NA,64,70,60,59.375,"Public","Female"
51.6666666666667,61.8181818181818,40,NA,68,NA,60,58.0645161290323,"Public","Female"
63.3333333333333,69.0909090909091,NA,60,30,40,60,61.2903225806452,"Public","Female"
76.6666666666667,69.0909090909091,NA,NA,46.6666666666667,70,60,69.3333333333333,"Public","Female"
48.3333333333333,67.2727272727273,NA,NA,53.3333333333333,60,60,57.3333333333333,"Public","Female"
76.6666666666667,72.7272727272727,40,NA,60,80,60,70.625,"Public","Female"
38.3333333333333,40,NA,NA,45,70,100,45.1612903225806,"Public","Male"
61.6666666666667,78.1818181818182,NA,NA,66.6666666666667,53.3333333333333,80,66.4516129032258,"Private","Female"
78.3333333333333,49.0909090909091,NA,NA,65,20,60,63.2258064516129,"Public","Female"
65,60,NA,NA,60,60,80,62.7586206896552,"Public","Female"
28.3333333333333,41.8181818181818,NA,NA,60,20,80,39.3103448275862,"Public","Male"
63.3333333333333,83.6363636363636,NA,NA,65,70,80,71.875,"Public","Female"
33.3333333333333,30.9090909090909,20,NA,45,60,60,36.1290322580645,"Public","Female"
28.3333333333333,60,NA,NA,65,80,100,50.6666666666667,"Public","Female"
58.3333333333333,58.1818181818182,NA,NA,40,20,60,56,"Public","Female"
68.3333333333333,50.9090909090909,NA,NA,40,50,80,59.3103448275862,"Public","Female"
53.3333333333333,54.5454545454545,40,NA,53.3333333333333,60,60,54,"Public","Female"
30,34.5454545454545,NA,NA,60,NA,60,37.1428571428571,"Public","Female"
45,58.1818181818182,NA,NA,60,40,80,52.4137931034483,"Public","Female"
75,83.6363636363636,NA,60,73.3333333333333,NA,60,75.8620689655172,"Public","Female"
51.6666666666667,47.2727272727273,NA,NA,48,40,80,50,"Public","Female"
78.3333333333333,72.7272727272727,40,NA,53.3333333333333,50,60,69.0322580645161,"Public","Female"
48.3333333333333,78.1818181818182,NA,NA,60,60,80,63.75,"Public","Female"
75,56.3636363636364,NA,60,66.6666666666667,NA,60,63.3333333333333,"Public","Male"
53.3333333333333,80,NA,NA,53.3333333333333,60,60,63.3333333333333,"Public","Female"
80,80,NA,NA,53.3333333333333,NA,80,76.4285714285714,"Public","Female"
68.3333333333333,76.3636363636364,NA,60,53.3333333333333,60,60,67.0967741935484,"Public","Female"
78.3333333333333,85.4545454545455,NA,NA,53.3333333333333,50,100,77.3333333333333,"Public","Female"
55,69.0909090909091,NA,NA,46.6666666666667,60,40,59.3103448275862,"Public","Female"
65,76.3636363636364,NA,NA,68,20,60,67.741935483871,"Public","Female"
68.3333333333333,50.9090909090909,NA,NA,60,50,60,58.75,"Public","Female"
55,49.0909090909091,40,NA,66.6666666666667,20,40,51.6129032258064,"Public","Female"
43.3333333333333,76.3636363636364,NA,60,66.6666666666667,NA,100,60.6896551724138,"Public","Female"
61.6666666666667,72.7272727272727,NA,NA,52,NA,80,64.6666666666667,"Public","Female"
55,70.9090909090909,NA,NA,60,60,80,63.5714285714286,"Public","Female"
26.6666666666667,32.7272727272727,20,NA,70,40,20,32.1428571428571,"Public","Female"
56.6666666666667,60,NA,NA,68,40,80,59.375,"Public","Female"
78.3333333333333,70.9090909090909,NA,60,70,50,60,69.6969696969697,"Public","Female"
56.6666666666667,67.2727272727273,NA,NA,80,40,100,62.7586206896552,"Public","Female"
38.3333333333333,47.2727272727273,20,NA,70,80,60,46,"Public","Female"
66.6666666666667,98.1818181818182,20,NA,55,100,100,76.1290322580645,"Public","Female"
20,20,NA,NA,70,NA,60,30,"Public","Female"
71.6666666666667,72.7272727272727,NA,NA,46.6666666666667,70,60,68.9655172413793,"Public","Female"
100,100,NA,NA,65,80,100,92.258064516129,"Public","Male"
58.3333333333333,90.9090909090909,20,NA,73.3333333333333,40,40,68.6666666666667,"Public","Male"
86.6666666666667,76.3636363636364,NA,60,64,NA,80,78.125,"Public","Female"
40,36.3636363636364,NA,NA,65,40,60,44.5161290322581,"Public","Female"
73.3333333333333,90.9090909090909,NA,NA,60,60,80,77.3333333333333,"Public","Female"
45,45.4545454545455,NA,NA,50,40,40,47.3333333333333,"Public","Female"
50,65.4545454545455,NA,NA,60,20,80,58.6206896551724,"Public","Female"
50,58.1818181818182,40,60,55,80,60,55.625,"Public","Female"
40,30.9090909090909,NA,60,65,60,60,41.9354838709677,"Public","Female"
38.3333333333333,38.1818181818182,NA,NA,53.3333333333333,80,40,42,"Public","Male"
50,58.1818181818182,NA,NA,55,53.3333333333333,60,55.1515151515152,"Public","Female"
60,61.8181818181818,NA,NA,60,40,60,58.6666666666667,"Public","Female"
63.3333333333333,63.6363636363636,NA,NA,55,NA,60,61.3793103448276,"Public","Female"
38.3333333333333,41.8181818181818,20,NA,64,20,20,42.5,"Public","Female"
60,63.6363636363636,NA,60,55,40,60,60.625,"Public","Female"
60,70.9090909090909,NA,NA,70,NA,80,66.6666666666667,"Public","Female"
80,80,40,60,65,40,80,73.75,"Public","Female"
60,60,NA,NA,60,60,60,60.6666666666667,"Public","Female"
30,20,NA,NA,60,30,60,32.258064516129,"Public","Female"
65,49.0909090909091,NA,NA,46.6666666666667,53.3333333333333,60,56,"Public","Female"
73.3333333333333,76.3636363636364,NA,NA,50,60,60,69.0322580645161,"Public","Female"
60,63.6363636363636,NA,NA,60,60,80,63.3333333333333,"Public","Female"
55,76.3636363636364,NA,NA,60,60,80,62.5,"Public","Male"
83.3333333333333,81.8181818181818,NA,NA,50,80,80,77.3333333333333,"Public","Female"
80,80,NA,NA,52,40,80,74,"Public","Female"
58.3333333333333,50.9090909090909,NA,NA,65,20,60,55.3333333333333,"Public","Female"
56.6666666666667,96.3636363636364,NA,NA,65,60,80,73.5483870967742,"Public","Female"
65,80,NA,60,45,20,80,67.741935483871,"Public","Female"
66.6666666666667,76.3636363636364,NA,NA,44,20,60,63.125,"Public","Male"
81.6666666666667,67.2727272727273,NA,NA,50,80,60,70.3448275862069,"Public","Female"
68.3333333333333,78.1818181818182,NA,NA,65,80,80,70.9677419354839,"Public","Female"
68.3333333333333,43.6363636363636,NA,NA,75,NA,60,60.6666666666667,"Public","Female"
76.6666666666667,80,NA,NA,55,100,60,76,"Public","Female"
83.3333333333333,45.4545454545455,NA,60,70,80,60,65.1612903225807,"Public","Male"
21.6666666666667,30.9090909090909,NA,NA,85,50,100,38.0645161290323,"Public","Female"
21.6666666666667,32.7272727272727,NA,NA,60,20,60,33.7931034482759,"Public","Female"
66.6666666666667,74.5454545454545,NA,NA,64,70,80,70,"Public","Female"
76.6666666666667,61.8181818181818,NA,NA,60,40,60,65.1612903225807,"Public","Male"
63.3333333333333,72.7272727272727,NA,60,64,80,80,68.125,"Public","Female"
50,81.8181818181818,20,NA,60,50,60,62.4242424242424,"Public","Female"
98.3333333333333,89.0909090909091,NA,60,55,50,80,81.2121212121212,"Public","Female"
80,65.4545454545455,NA,60,46.6666666666667,NA,60,66.6666666666667,"Public","Female"
61.6666666666667,72.7272727272727,NA,NA,60,60,60,65.1612903225807,"Public","Female"
66.6666666666667,89.0909090909091,NA,NA,66.6666666666667,70,60,76,"Public","Female"
